"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904357","GO:1904357","negative regulation of telomere maintenance via telomere lengthening","8/778","30/18986",0.266666666666667,6.5076263924593,6.24044739563968,2.01096053751959e-05,0.000242942255228499,0.000207912288583613,"142/5394/3192/167227/3178/10445/3183/65057",8
"GO:0032205","GO:0032205","negative regulation of telomere maintenance","9/778","39/18986",0.230769230769231,5.63159976270516,5.98490244661129,2.17886563113526e-05,0.000262377593581546,0.000224545235670476,"142/5394/3192/167227/3178/10445/3183/65057/7515",9
"GO:1901838","GO:1901838","positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","5/778","10/18986",0.5,12.2017994858612,7.32401854820642,2.42069765942066e-05,0.00028920761268541,0.000247506620750975,"4691/1663/25926/6597/6598",5
"GO:2000104","GO:2000104","negative regulation of DNA-templated DNA replication","5/778","10/18986",0.5,12.2017994858612,7.32401854820642,2.42069765942066e-05,0.00028920761268541,0.000247506620750975,"26271/51053/8914/81620/91607",5
"GO:0032506","GO:0032506","cytokinetic process","10/778","49/18986",0.204081632653061,4.98032632075967,5.76667008412879,2.42491247711046e-05,0.00028920761268541,0.000247506620750975,"128239/1894/10112/54443/55165/9585/29127/9212/9110/23636",10
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","12/778","70/18986",0.171428571428571,4.18347410943812,5.51568767570002,2.46039887158906e-05,0.000292505381772037,0.000250328882845216,"991/259266/993/995/9319/7272/26271/11130/10635/57082/996/994",12
"GO:0007549","GO:0007549","sex-chromosome dosage compensation","7/778","23/18986",0.304347826086957,7.42718229574159,6.37521727227484,2.60355339125427e-05,0.000305782841312827,0.000261691858779994,"3930/3192/25792/3190/672/23512/23347",7
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","7/778","23/18986",0.304347826086957,7.42718229574159,6.37521727227484,2.60355339125427e-05,0.000305782841312827,0.000261691858779994,"142/3192/165918/80335/51574/7936/2146",7
"GO:0006266","GO:0006266","DNA ligation","6/778","16/18986",0.375,9.15134961439589,6.74248242896168,2.61303847786745e-05,0.000305782841312827,0.000261691858779994,"3146/5888/7153/7515/3978/2547",6
"GO:0036260","GO:0036260","RNA capping","6/778","16/18986",0.375,9.15134961439589,6.74248242896168,2.61303847786745e-05,0.000305782841312827,0.000261691858779994,"6635/6637/4686/6636/6632/6628",6
"GO:0051299","GO:0051299","centrosome separation","6/778","16/18986",0.375,9.15134961439589,6.74248242896168,2.61303847786745e-05,0.000305782841312827,0.000261691858779994,"4751/56992/3832/6790/23636/5902",6
"GO:0009303","GO:0009303","rRNA transcription","9/778","40/18986",0.225,5.49080976863753,5.87705648425645,2.71004030900672e-05,0.000316143139797565,0.000270558300586691,"9191/4691/112495/64425/9328/1663/25926/6597/6598",9
"GO:0031123","GO:0031123","RNA 3'-end processing","14/778","94/18986",0.148936170212766,3.63457857025652,5.29297801570801,2.78474540720583e-05,0.000323845937853563,0.000277150428295448,"25896/5394/580/5393/51574/1736/4686/23404/11052/11340/53981/81691/11051/2091",14
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","12/778","71/18986",0.169014084507042,4.12455193888265,5.45227467575072,2.85187958588709e-05,0.000330623183047097,0.000282950459077062,"163786/6491/6241/2146/27085/9134/6240/11331/55835/6909/990/81610",12
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","9/778","41/18986",0.219512195121951,5.35688757915857,5.77277930218606,3.34705881684938e-05,0.000385634893928973,0.00033003000354574,"29899/1058/4085/54908/89958/9700/5347/3837/10403",9
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","9/778","41/18986",0.219512195121951,5.35688757915857,5.77277930218606,3.34705881684938e-05,0.000385634893928973,0.00033003000354574,"991/6125/6201/4085/26271/5347/6187/11065/27338",9
"GO:0042790","GO:0042790","nucleolar large rRNA transcription by RNA polymerase I","7/778","24/18986",0.291666666666667,7.11771636675236,6.19893189119256,3.54613955375182e-05,0.000407315044743247,0.000348584082449774,"9191/4691/64425/1663/25926/6597/6598",7
"GO:1902115","GO:1902115","regulation of organelle assembly","24/778","234/18986",0.102564102564103,2.50293322786896,4.78176021881556,3.56130462999329e-05,0.000407802152876225,0.000349000954214712,"29899/163786/6491/1104/3192/7840/55704/79598/10733/9662/57472/4869/7430/347240/4957/10432/10198/55835/23224/5347/9738/10615/672/23636",24
"GO:0000712","GO:0000712","resolution of meiotic recombination intermediates","6/778","17/18986",0.352941176470588,8.61303493119613,6.49118582212386,3.89856913661451e-05,0.000441010866272181,0.000377421286431421,"7155/4292/80010/57697/146956/7153",6
"GO:0007063","GO:0007063","regulation of sister chromatid cohesion","6/778","17/18986",0.352941176470588,8.61303493119613,6.49118582212386,3.89856913661451e-05,0.000441010866272181,0.000377421286431421,"699/23137/2237/9700/1663/10664",6
"GO:0045842","GO:0045842","positive regulation of mitotic metaphase/anaphase transition","6/778","17/18986",0.352941176470588,8.61303493119613,6.49118582212386,3.89856913661451e-05,0.000441010866272181,0.000377421286431421,"991/9700/221150/9787/220134/11065",6
"GO:0046112","GO:0046112","nucleobase biosynthetic process","6/778","17/18986",0.352941176470588,8.61303493119613,6.49118582212386,3.89856913661451e-05,0.000441010866272181,0.000377421286431421,"8833/5471/10606/3251/6470/2618",6
"GO:0045910","GO:0045910","negative regulation of DNA recombination","10/778","52/18986",0.192307692307692,4.6929998022543,5.51218451463364,4.17750977745583e-05,0.000471137280943886,0.000403203758135743,"2956/10721/4292/55086/2187/55010/641/5347/708/23347",10
"GO:0006188","GO:0006188","IMP biosynthetic process","5/778","11/18986",0.454545454545455,11.0925449871465,6.92102026876385,4.28806618629169e-05,0.000482149128717677,0.000412627802009997,"5471/10606/3251/5198/2618",5
"GO:0006406","GO:0006406","mRNA export from nucleus","12/778","74/18986",0.162162162162162,3.95734037379282,5.26880856641092,4.3684754494642e-05,0.000489715280866362,0.000419102986853923,"6428/3181/4686/23279/57122/55110/9688/79902/10189/9775/4927/10212",12
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","11/778","64/18986",0.171875,4.19436857326478,5.29121573821349,5.20428899278811e-05,0.000581664994313713,0.000497794424617457,"1660/10657/1894/8899/10541/983/11052/64328/3320/7531/10155",11
"GO:0009112","GO:0009112","nucleobase metabolic process","8/778","34/18986",0.235294117647059,5.74202328746409,5.72057381617895,5.39436937008278e-05,0.000601109876373702,0.000514435539299331,"23028/8833/5471/10606/3251/6240/6470/2618",8
"GO:1902101","GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","6/778","18/18986",0.333333333333333,8.13453299057412,6.25972146994386,5.64561969169891e-05,0.000627235068723572,0.000536793726951948,"991/9700/221150/9787/220134/11065",6
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","12/778","76/18986",0.157894736842105,3.85319983764037,5.15177870054831,5.7301079889401e-05,0.000634732733611674,0.000543210299748031,"1841/8833/5471/1633/10606/5634/3251/9414/5198/7083/6470/2618",12
"GO:2000042","GO:2000042","negative regulation of double-strand break repair via homologous recombination","7/778","26/18986",0.269230769230769,6.57019972315602,5.87492398546194,6.2737339750927e-05,0.000692853558856246,0.000592950653807071,"10721/55086/2187/55010/5347/708/23347",7
"GO:0046785","GO:0046785","microtubule polymerization","14/778","101/18986",0.138613861386139,3.38267708518924,4.96285238000305,6.29191954064472e-05,0.000692853558856246,0.000592950653807071,"84722/3925/79441/26271/440145/81624/55835/7283/220134/115106/55125/22974/93323/23354",14
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","20/778","183/18986",0.109289617486339,2.66705999690955,4.68411100946971,6.45602320761556e-05,0.000708833371589084,0.000606626329260471,"6125/23028/6201/55003/84154/22976/51616/3190/144455/2305/10419/22938/8533/9212/1984/79915/1869/6790/6209/51512",20
"GO:0006298","GO:0006298","mismatch repair","8/778","35/18986",0.228571428571429,5.57796547925083,5.60343639692709,6.74351511638711e-05,0.000736068477469973,0.00062993439145075,"9156/2956/4292/3146/6117/5111/84515/3978",8
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","8/778","35/18986",0.228571428571429,5.57796547925083,5.60343639692709,6.74351511638711e-05,0.000736068477469973,0.00062993439145075,"8833/5471/1633/10606/5634/3251/5198/2618",8
"GO:0031126","GO:0031126","sno(s)RNA 3'-end processing","5/778","12/18986",0.416666666666667,10.1681662382177,6.56685808811639,7.10295992758417e-05,0.000770795040978829,0.000659653714204956,"5394/51574/1736/23404/2091",5
"GO:0042276","GO:0042276","error-prone translesion synthesis","5/778","12/18986",0.416666666666667,10.1681662382177,6.56685808811639,7.10295992758417e-05,0.000770795040978829,0.000659653714204956,"7398/10721/201973/5425/5427",5
"GO:0141188","GO:0141188","nucleic acid catabolic process","36/778","441/18986",0.0816326530612245,1.99213052830387,4.35751274530027,7.14135263730451e-05,0.00077271505492921,0.000661296880372821,"1660/4904/26135/5394/51154/3192/9125/25904/4292/80335/5393/3184/55132/23517/57472/4869/167227/57819/8241/1736/10940/27161/4686/23404/2237/28960/1763/55110/11340/328/3183/2521/9775/57690/1869/8570",36
"GO:0009411","GO:0009411","response to UV","18/778","157/18986",0.114649681528662,2.79786485026116,4.67581389325833,7.9559904811003e-05,0.000854530839175444,0.000731315605311792,"7398/51514/142/26155/23028/2956/993/201973/4869/4216/55872/2237/1965/9768/9212/5111/5424/10856",18
"GO:0007096","GO:0007096","regulation of exit from mitosis","6/778","19/18986",0.315789473684211,7.70639967528075,6.04548137287721,7.96615944369286e-05,0.000854530839175444,0.000731315605311792,"54443/113130/9735/11331/332/11065",6
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","6/778","19/18986",0.315789473684211,7.70639967528075,6.04548137287721,7.96615944369286e-05,0.000854530839175444,0.000731315605311792,"8833/5471/10606/3251/5198/2618",6
"GO:0046037","GO:0046037","GMP metabolic process","7/778","27/18986",0.259259259259259,6.32685899266876,5.72544630917754,8.17176776147026e-05,0.000874074757981905,0.000748041476581579,"8833/5471/10606/3251/9414/5198/2618",7
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","10/778","57/18986",0.175438596491228,4.28133315293375,5.12847089938951,9.47892510706211e-05,0.00101099506927608,0.000865219178945369,"10657/3192/7072/6434/27316/3178/58517/6427/5725/3191",10
"GO:0071539","GO:0071539","protein localization to centrosome","8/778","37/18986",0.216216216216216,5.27645383172376,5.38214605231116,0.000102882569651129,0.00109418983620418,0.000936418050355908,"6491/64770/84131/22994/10615/55125/6790/23636",8
"GO:0007020","GO:0007020","microtubule nucleation","9/778","47/18986",0.191489361702128,4.67302959032981,5.21145282612648,0.000104476585929944,0.00110798606612636,0.000948224994908429,"79441/440145/55835/7283/115106/55125/22974/93323/23354",9
"GO:0034244","GO:0034244","negative regulation of transcription elongation by RNA polymerase II","6/778","20/18986",0.3,7.32107969151671,5.84631709656484,0.000109872795657209,0.00116191259543445,0.000994375830683254,"142/3192/165918/51574/7936/2146",6
"GO:0006167","GO:0006167","AMP biosynthetic process","5/778","13/18986",0.384615384615385,9.3859996045086,6.25205064319474,0.000111532825521175,0.00117282264132548,0.00100371275153971,"5471/10606/3251/5198/2618",5
"GO:0031125","GO:0031125","rRNA 3'-end processing","5/778","13/18986",0.384615384615385,9.3859996045086,6.25205064319474,0.000111532825521175,0.00117282264132548,0.00100371275153971,"5394/5393/23404/11340/81691",5
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","23/778","236/18986",0.0974576271186441,2.37831684893904,4.40421394266858,0.000112514423285556,0.00117982118574433,0.00100970217229942,"1660/4904/494115/5394/3192/4691/9125/6434/25904/4292/3184/57472/167227/27316/5935/27161/4686/28960/10419/22938/57690/26528/8570",23
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","13/778","94/18986",0.138297872340426,3.3749658152382,4.77140518412775,0.000116786206852507,0.00122118462235409,0.00104510139406563,"142/10575/10574/1894/51574/6950/908/983/10576/10445/3320/5347/10155",13
"GO:1905508","GO:1905508","protein localization to microtubule organizing center","8/778","38/18986",0.210526315789474,5.1375997835205,5.27743104640599,0.000125681152238941,0.00131052441706136,0.00112155923859214,"6491/64770/84131/22994/10615/55125/6790/23636",8
"GO:2000780","GO:2000780","negative regulation of double-strand break repair","8/778","39/18986",0.205128205128205,5.00586645573792,5.17633672598281,0.000152492118929932,0.00158566317539119,0.00135702560021212,"79000/10721/55086/2187/55010/5347/708/23347",8
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","14/778","110/18986",0.127272727272727,3.10591259640103,4.5787367765346,0.000160476101758018,0.00166404802184078,0.00142410809601048,"6125/23028/6201/55003/84154/51616/3190/10419/8533/9212/1984/79915/6790/6209",14
"GO:0006402","GO:0006402","mRNA catabolic process","30/778","356/18986",0.0842696629213483,2.05648305941481,4.15953790221159,0.0001611535900712,0.00166644418763377,0.00142615875744596,"1660/4904/26135/5394/51154/3192/9125/25904/4292/5393/3184/55132/57472/4869/167227/57819/8241/27161/4686/23404/28960/55110/11340/328/3183/2521/9775/57690/1869/8570",30
"GO:0000722","GO:0000722","telomere maintenance via recombination","5/778","14/18986",0.357142857142857,8.71557106132942,5.9695213837154,0.000167653882518229,0.00170531864697697,0.00145942788883644,"23137/7517/5888/5889/7515",5
"GO:0007100","GO:0007100","mitotic centrosome separation","5/778","14/18986",0.357142857142857,8.71557106132942,5.9695213837154,0.000167653882518229,0.00170531864697697,0.00145942788883644,"4751/3832/6790/23636/5902",5
"GO:0009263","GO:0009263","deoxyribonucleotide biosynthetic process","5/778","14/18986",0.357142857142857,8.71557106132942,5.9695213837154,0.000167653882518229,0.00170531864697697,0.00145942788883644,"1841/6241/1633/6240/6470",5
"GO:0009265","GO:0009265","2'-deoxyribonucleotide biosynthetic process","5/778","14/18986",0.357142857142857,8.71557106132942,5.9695213837154,0.000167653882518229,0.00170531864697697,0.00145942788883644,"1841/6241/1633/6240/6470",5
"GO:0043144","GO:0043144","sno(s)RNA processing","5/778","14/18986",0.357142857142857,8.71557106132942,5.9695213837154,0.000167653882518229,0.00170531864697697,0.00145942788883644,"5394/51574/1736/23404/2091",5
"GO:0046385","GO:0046385","deoxyribose phosphate biosynthetic process","5/778","14/18986",0.357142857142857,8.71557106132942,5.9695213837154,0.000167653882518229,0.00170531864697697,0.00145942788883644,"1841/6241/1633/6240/6470",5
"GO:0071168","GO:0071168","protein localization to chromatin","10/778","61/18986",0.163934426229508,4.00058999536432,4.85196441684654,0.000170781054598214,0.00173240673047591,0.00148261012787637,"142/1058/253714/2146/4796/157570/7443/5347/84515/10856",10
"GO:0032211","GO:0032211","negative regulation of telomere maintenance via telomerase","6/778","22/18986",0.272727272727273,6.65552699228792,5.48634890884407,0.000197167795565221,0.00199465414863136,0.00170704395818128,"5394/3192/167227/3178/3183/65057",6
"GO:0007019","GO:0007019","microtubule depolymerization","9/778","51/18986",0.176470588235294,4.30651746559806,4.88750518643016,0.000201506549340143,0.00203303769915339,0.00173989296514178,"11004/3925/347240/81930/81624/26586/9212/146909/22974",9
"GO:0032388","GO:0032388","positive regulation of intracellular transport","16/778","140/18986",0.114285714285714,2.78898273962541,4.3916179525667,0.000202332822766706,0.00203587177193561,0.00174231839153625,"1660/10657/1894/8899/7430/10541/8898/983/9585/11052/64328/3320/22994/10615/7531/10155",16
"GO:0007292","GO:0007292","female gamete generation","18/778","170/18986",0.105882352941176,2.58391047935884,4.28800632740085,0.000219864729879276,0.00220470429804442,0.00188680687032154,"259266/23397/4292/1909/9319/7272/26271/221150/9133/5347/3021/7153/220134/10403/6790/84515/994/29781",18
"GO:0045738","GO:0045738","negative regulation of DNA repair","8/778","41/18986",0.195121951219512,4.76167784814095,4.98413962460644,0.000220293250246603,0.00220470429804442,0.00188680687032154,"79000/10721/55086/2187/55010/5347/708/23347",8
"GO:0006360","GO:0006360","transcription by RNA polymerase I","11/778","75/18986",0.146666666666667,3.57919451585261,4.62616861514981,0.000227785037377826,0.00227358701746371,0.00194575735559162,"9191/4691/55646/8467/7913/64425/1663/25926/7343/6597/6598",11
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","23/778","248/18986",0.092741935483871,2.26323700140974,4.13916784960506,0.000234557519572989,0.00233494192150925,0.00199826546499375,"991/6125/23028/6201/4085/6502/26271/23376/22976/27085/84131/7334/3320/57697/55215/5347/6187/8533/11065/10054/27338/10055/11338",23
"GO:0000054","GO:0000054","ribosomal subunit export from nucleus","5/778","15/18986",0.333333333333333,8.13453299057412,5.7138659168134,0.000243022107418352,0.00236867239423684,0.00202713232380019,"4869/84946/8241/4927/6209",5
"GO:0001325","GO:0001325","formation of extrachromosomal circular DNA","5/778","15/18986",0.333333333333333,8.13453299057412,5.7138659168134,0.000243022107418352,0.00236867239423684,0.00202713232380019,"9156/7520/1763/7517/641",5
"GO:0006999","GO:0006999","nuclear pore organization","5/778","15/18986",0.333333333333333,8.13453299057412,5.7138659168134,0.000243022107418352,0.00236867239423684,0.00202713232380019,"55706/53371/57122/9688/81929",5
"GO:0033750","GO:0033750","ribosome localization","5/778","15/18986",0.333333333333333,8.13453299057412,5.7138659168134,0.000243022107418352,0.00236867239423684,0.00202713232380019,"4869/84946/8241/4927/6209",5
"GO:0044027","GO:0044027","negative regulation of gene expression via chromosomal CpG island methylation","5/778","15/18986",0.333333333333333,8.13453299057412,5.7138659168134,0.000243022107418352,0.00236867239423684,0.00202713232380019,"10419/10664/672/29128/1786",5
"GO:0071027","GO:0071027","nuclear RNA surveillance","5/778","15/18986",0.333333333333333,8.13453299057412,5.7138659168134,0.000243022107418352,0.00236867239423684,0.00202713232380019,"5394/80335/5393/23404/11340",5
"GO:0090656","GO:0090656","t-circle formation","5/778","15/18986",0.333333333333333,8.13453299057412,5.7138659168134,0.000243022107418352,0.00236867239423684,0.00202713232380019,"9156/7520/1763/7517/641",5
"GO:0090737","GO:0090737","telomere maintenance via telomere trimming","5/778","15/18986",0.333333333333333,8.13453299057412,5.7138659168134,0.000243022107418352,0.00236867239423684,0.00202713232380019,"9156/7520/1763/7517/641",5
"GO:1900151","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","6/778","23/18986",0.260869565217391,6.36615625349279,5.32276983269315,0.00025756741732499,0.00250390408560987,0.00214286488920325,"1660/4904/3192/3184/27161/57690",6
"GO:0010458","GO:0010458","exit from mitosis","7/778","32/18986",0.21875,5.33828727506427,5.07699615934892,0.000259067987862801,0.0025119501264723,0.0021497507673646,"54443/113130/9735/11331/332/11065/27338",7
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","8/778","42/18986",0.19047619047619,4.64830456604235,4.89264681241113,0.000262464884957231,0.00253829382265633,0.00217229595267302,"8833/5471/1633/10606/3251/9414/5198/2618",8
"GO:0031396","GO:0031396","regulation of protein ubiquitination","20/778","205/18986",0.0975609756097561,2.38083892407047,4.10889053910624,0.000303497186919379,0.00292753229656341,0.00250540993417738,"991/6125/23028/6201/4085/6502/26271/23376/22976/27085/84131/7334/3320/57697/55215/5347/6187/11065/27338/11338",20
"GO:1901873","GO:1901873","regulation of post-translational protein modification","23/778","253/18986",0.0909090909090909,2.21850899742931,4.03319584633875,0.00031298522858165,0.00301127283065799,0.00257707587831065,"991/6125/23028/6201/4085/6502/26271/23376/22976/27085/84131/7334/3320/57697/55215/5347/6187/8533/11065/10054/27338/10055/11338",23
"GO:0002200","GO:0002200","somatic diversification of immune receptors","11/778","78/18986",0.141025641025641,3.44153318831982,4.46633313927111,0.000323657701671609,0.00310594910113141,0.00265810072946376,"9156/2956/165918/10721/4292/3148/7468/22976/3146/79915/6929",11
"GO:1900180","GO:1900180","regulation of protein localization to nucleus","16/778","146/18986",0.10958904109589,2.67436701059971,4.19807907042462,0.000327675724046351,0.00313644481503854,0.00268419925095999,"142/10575/10574/1894/51574/53371/6950/908/5569/983/10576/10445/9818/3320/5347/10155",16
"GO:0008156","GO:0008156","negative regulation of DNA replication","6/778","24/18986",0.25,6.10089974293059,5.16861655471193,0.000331602757920813,0.00315783952887346,0.00270250905018708,"26271/51053/8914/81620/91607/990",6
"GO:0031145","GO:0031145","anaphase-promoting complex-dependent catabolic process","6/778","24/18986",0.25,6.10089974293059,5.16861655471193,0.000331602757920813,0.00315783952887346,0.00270250905018708,"991/1017/5347/996/11065/27338",6
"GO:0016074","GO:0016074","sno(s)RNA metabolic process","5/778","16/18986",0.3125,7.62612467866324,5.48087511043499,0.000341609254072751,0.00322842365937615,0.00276291561921599,"5394/51574/1736/23404/2091",5
"GO:0016078","GO:0016078","tRNA decay","5/778","16/18986",0.3125,7.62612467866324,5.48087511043499,0.000341609254072751,0.00322842365937615,0.00276291561921599,"5394/5393/10940/23404/11340",5
"GO:1990166","GO:1990166","protein localization to site of double-strand break","5/778","16/18986",0.3125,7.62612467866324,5.48087511043499,0.000341609254072751,0.00322842365937615,0.00276291561921599,"11073/9656/27336/3014/6117",5
"GO:0032386","GO:0032386","regulation of intracellular transport","24/778","272/18986",0.0882352941176471,2.15325873279903,3.95996974844052,0.000363719560911805,0.00342869980021153,0.00293431384201841,"1660/10657/580/1894/53371/8899/7430/8241/5569/10541/8898/983/9585/11052/5501/64328/9818/3320/27346/22994/10615/7531/9110/10155",24
"GO:1902410","GO:1902410","mitotic cytokinetic process","7/778","34/18986",0.205882352941176,5.02427037653107,4.85470744229925,0.000385578067033644,0.00362559930538185,0.00310282230795999,"128239/1894/10112/55165/9585/9110/23636",7
"GO:1902275","GO:1902275","regulation of chromatin organization","7/778","35/18986",0.2,4.88071979434447,4.75000666572606,0.000465113796001086,0.00436248693585944,0.00373345773833192,"23028/3192/6749/4288/1017/11177/10155",7
"GO:0051782","GO:0051782","negative regulation of cell division","5/778","17/18986",0.294117647058824,7.17752910933011,5.26721468279678,0.000467702405200503,0.00436483269653369,0.00373546526258823,"259266/79733/144455/641/9212",5
"GO:0060382","GO:0060382","regulation of DNA strand elongation","5/778","17/18986",0.294117647058824,7.17752910933011,5.26721468279678,0.000467702405200503,0.00436483269653369,0.00373546526258823,"64710/8607/86/10445/10856",5
"GO:0006265","GO:0006265","DNA topological change","4/778","10/18986",0.4,9.76143958868895,5.72844980286795,0.000482025906386255,0.00442113687601938,0.00378365091395909,"7155/3148/3146/7153",4
"GO:0031509","GO:0031509","subtelomeric heterochromatin formation","4/778","10/18986",0.4,9.76143958868895,5.72844980286795,0.000482025906386255,0.00442113687601938,0.00378365091395909,"8520/2146/3021/84444",4
"GO:0032070","GO:0032070","regulation of deoxyribonuclease activity","4/778","10/18986",0.4,9.76143958868895,5.72844980286795,0.000482025906386255,0.00442113687601938,0.00378365091395909,"4869/1663/3146/5111",4
"GO:0044837","GO:0044837","actomyosin contractile ring organization","4/778","10/18986",0.4,9.76143958868895,5.72844980286795,0.000482025906386255,0.00442113687601938,0.00378365091395909,"128239/1894/54443/29127",4
"GO:0060717","GO:0060717","chorion development","4/778","10/18986",0.4,9.76143958868895,5.72844980286795,0.000482025906386255,0.00442113687601938,0.00378365091395909,"4216/22976/79733/144455",4
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity","4/778","10/18986",0.4,9.76143958868895,5.72844980286795,0.000482025906386255,0.00442113687601938,0.00378365091395909,"6125/6201/4085/26271",4
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","4/778","10/18986",0.4,9.76143958868895,5.72844980286795,0.000482025906386255,0.00442113687601938,0.00378365091395909,"6950/908/65057/55135",4
"GO:0031503","GO:0031503","protein-containing complex localization","20/778","214/18986",0.0934579439252336,2.28071018427312,3.89463223285706,0.000529768742238106,0.00484712430091875,0.00414821499662707,"11004/29899/55706/55705/117178/4001/4869/84946/7430/54468/8241/6103/89891/440145/22994/332/4927/81929/6209/84823",20
"GO:0000132","GO:0000132","establishment of mitotic spindle orientation","7/778","36/18986",0.194444444444444,4.74514424450157,4.64921006519293,0.000557199891616065,0.00508170659894988,0.0043489727544695,"29899/1058/4085/54908/89958/5347/10403",7
"GO:0006289","GO:0006289","nucleotide-excision repair","11/778","83/18986",0.132530120481928,3.23421191191501,4.21659625656017,0.000558130111323186,0.00508170659894988,0.0043489727544695,"6599/86/2176/5426/29117/6117/83990/56949/5424/6597/6598",11
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","8/778","47/18986",0.170212765957447,4.15380408029317,4.47475327467133,0.000583804896916471,0.0053025393678569,0.00453796353474578,"991/9700/221150/9787/220134/11065/6790/23636",8
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","9/778","59/18986",0.152542372881356,3.72258289399155,4.32942482579234,0.000621614897189309,0.00563225342526139,0.00482013595546641,"8833/5471/1633/10606/5634/3251/9414/5198/2618",9
"GO:0046040","GO:0046040","IMP metabolic process","5/778","18/18986",0.277777777777778,6.7787774921451,5.07020397626588,0.000625874023771084,0.00564344862496971,0.00482971691366703,"5471/10606/3251/5198/2618",5
"GO:0071025","GO:0071025","RNA surveillance","5/778","18/18986",0.277777777777778,6.7787774921451,5.07020397626588,0.000625874023771084,0.00564344862496971,0.00482971691366703,"5394/80335/5393/23404/11340",5
"GO:0002562","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","10/778","72/18986",0.138888888888889,3.38938874607255,4.19880152815832,0.000677508980176392,0.0060796659206694,0.00520303581689107,"9156/2956/165918/4292/3148/7468/22976/3146/79915/6929",10
"GO:0016444","GO:0016444","somatic cell DNA recombination","10/778","72/18986",0.138888888888889,3.38938874607255,4.19880152815832,0.000677508980176392,0.0060796659206694,0.00520303581689107,"9156/2956/165918/4292/3148/7468/22976/3146/79915/6929",10
"GO:0006413","GO:0006413","translational initiation","14/778","127/18986",0.110236220472441,2.69016051656782,3.95033984363151,0.00071396756514243,0.00639146503759399,0.00546987646145974,"8891/10657/83939/6059/4869/27161/100127983/4686/5499/1982/1965/27335/6193/8664",14
"GO:0001188","GO:0001188","RNA polymerase I preinitiation complex assembly","4/778","11/18986",0.363636363636364,8.87403598971722,5.39966507468764,0.000732966046113876,0.00646846867646123,0.00553577690669557,"64425/7343/6597/6598",4
"GO:0034085","GO:0034085","establishment of sister chromatid cohesion","4/778","11/18986",0.363636363636364,8.87403598971722,5.39966507468764,0.000732966046113876,0.00646846867646123,0.00553577690669557,"10274/8243/9126/1663",4
"GO:0070601","GO:0070601","centromeric sister chromatid cohesion","4/778","11/18986",0.363636363636364,8.87403598971722,5.39966507468764,0.000732966046113876,0.00646846867646123,0.00553577690669557,"699/151648/701/10664",4
"GO:0070934","GO:0070934","CRD-mediated mRNA stabilization","4/778","11/18986",0.363636363636364,8.87403598971722,5.39966507468764,0.000732966046113876,0.00646846867646123,0.00553577690669557,"1660/4904/3192/3184",4
"GO:0072711","GO:0072711","cellular response to hydroxyurea","4/778","11/18986",0.363636363636364,8.87403598971722,5.39966507468764,0.000732966046113876,0.00646846867646123,0.00553577690669557,"8914/1663/5888/641",4
"GO:1904668","GO:1904668","positive regulation of ubiquitin protein ligase activity","4/778","11/18986",0.363636363636364,8.87403598971722,5.39966507468764,0.000732966046113876,0.00646846867646123,0.00553577690669557,"991/5347/11065/27338",4
"GO:0000966","GO:0000966","RNA 5'-end processing","7/778","38/18986",0.184210526315789,4.49539981058044,4.45831700625799,0.000784584131306245,0.00690767113718447,0.00591165054248871,"6635/6637/10940/4686/6636/6632/6628",7
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","12/778","100/18986",0.12,2.92843187660668,3.99666995657721,0.000792640172867309,0.00696217827132627,0.00595829826539265,"84722/3925/79441/81624/26586/221150/9212/220134/115106/22974/93323/23354",12
